순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사,연령등급,장르,러닝타임,감독,개봉월,계절
116.0,폴리스 스토리 2014,2014-01-29,1138068500.0,0.10%,153591.0,251.0,5490.0,중국,중국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,액션,111.0,딩성,1.0,겨울
117.0,익스펜더블 3,2014-08-20,1158358800.0,0.10%,152025.0,320.0,8087.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,127.0,패트릭 휴즈,8.0,여름
118.0,마다가스카의 펭귄,2014-12-31,1048496800.0,0.10%,148890.0,509.0,1497.0,미국,미국,(주)씨제이이엔엠,전체 관람가,애니메이션,92.0,에릭 다넬,12.0,겨울
119.0,테이큰 3,2015-01-01,1013909000.0,0.10%,145627.0,502.0,1688.0,미국,미국,이십세기폭스코리아(주),15세 관람가,액션,112.0,올리비에 메가턴,1.0,겨울
120.0,가시,2014-04-10,1095301000.0,0.10%,142170.0,356.0,11622.0,한국,한국,(주)인벤트스톤,청소년 관람불가,서스펜스,117.0,김태균,4.0,봄
121.0,맨홀,2014-10-08,1084557130.0,0.10%,133663.0,286.0,10324.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,공포,101.0,신재영,10.0,가을
122.0,터키,2014-07-31,790848700.0,0.10%,113795.0,182.0,2384.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,애니메이션,91.0,지미 헤이워드,7.0,여름
123.0,더 시그널,2014-07-09,812086328.0,0.10%,106081.0,263.0,6694.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,SF,94.0,윌리엄 유뱅크,7.0,여름
124.0,니드 포 스피드,2014-04-16,835859900.0,0.10%,105340.0,349.0,9991.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세 관람가,액션,130.0,스캇 워프,4.0,봄
125.0,박스트롤,2014-11-06,731976100.0,0.00%,102682.0,346.0,3577.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),전체 관람가,애니메이션,96.0,그레이엄 애나블,11.0,가을
126.0,다이노소어 어드벤처 3D,2013-12-19,719586500.0,0.00%,92799.0,271.0,3044.0,미국,"미국,영국",이십세기폭스코리아(주),전체 관람가,애니메이션,87.0,닐 나이팅게일,12.0,겨울
127.0,슈퍼미니,2014-04-10,662218500.0,0.00%,92447.0,303.0,3343.0,프랑스,프랑스,판씨네마(주),전체 관람가,애니메이션,92.0,토마스 자보,4.0,봄
128.0,집으로 가는 길,2013-12-11,675687000.0,0.00%,91480.0,149.0,3085.0,한국,한국,(주)씨제이이엔엠,15세 관람가,드라마,131.0,방은진,12.0,겨울
129.0,허큘리스,2014-08-06,669882800.0,0.00%,86553.0,278.0,4318.0,미국,미국,워너브러더스 코리아(주),15세 관람가,액션,98.0,브렛 래트너,8.0,여름
130.0,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,2014-04-03,596032100.0,0.00%,84306.0,301.0,3278.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,애니메이션,95.0,하시모토 마사카즈,4.0,봄
131.0,씬 시티: 다크히어로의 부활,2014-09-11,656718748.0,0.00%,83182.0,345.0,8415.0,미국,미국,플러스엠 엔터테인먼트,청소년 관람불가,액션,102.0,프랭크 밀러,9.0,가을
132.0,터널 3D,2014-08-20,620874000.0,0.00%,80989.0,264.0,5076.0,한국,한국,(주)박수엔터테인먼트,15세 관람가,공포,86.0,박규택,8.0,여름
133.0,아더 우먼,2014-11-13,593353218.0,0.00%,78978.0,331.0,6408.0,미국,미국,이십세기폭스코리아(주),15세 관람가,코미디,109.0,닉 카사베츠,11.0,가을
134.0,브릭 맨션: 통제불능 범죄구역,2014-08-27,543025047.0,0.00%,74912.0,287.0,5707.0,프랑스,"프랑스,캐나다",씨네그루(주)다우기술,15세 관람가,액션,90.0,카밀 들라마레,8.0,여름
135.0,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,2014-08-13,531113700.0,0.00%,74346.0,123.0,1998.0,일본,일본,(주)포켓몬코리아,전체 관람가,애니메이션,80.0,유야마 쿠니히코,8.0,여름
136.0,정글히어로,2014-10-02,511579300.0,0.00%,72047.0,287.0,2825.0,한국,한국,(주)씨제이이엔엠,전체 관람가,애니메이션,82.0,박태동,10.0,가을
137.0,모뉴먼츠 맨: 세기의 작전,2014-02-27,534041027.0,0.00%,71483.0,319.0,6244.0,미국,"미국,독일",이십세기폭스코리아(주),12세 관람가,액션,118.0,조지 클루니,2.0,겨울
138.0,인보카머스,2014-08-21,571543200.0,0.00%,69786.0,196.0,3146.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),청소년 관람불가,범죄,118.0,스콧 데릭슨,8.0,여름
139.0,더 퍼지 : 거리의 반란,2014-08-27,455583000.0,0.00%,59881.0,204.0,3512.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,공포,103.0,제임스 드모나코,8.0,여름
140.0,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,405278000.0,0.00%,59611.0,183.0,1952.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,액션,89.0,카네다 오사무,1.0,겨울
141.0,다이애나,2014-03-06,413250100.0,0.00%,58296.0,279.0,5354.0,영국,"영국,프랑스,스웨덴,벨기에",(주)영화사 빅,15세 관람가,드라마,112.0,시몽 리폴-위리에르,3.0,봄
142.0,설계,2014-09-18,347980800.0,0.00%,45726.0,257.0,5465.0,한국,한국,(주)팝엔터테인먼트,청소년 관람불가,스릴러,96.0,올리버 히르비겔,9.0,가을
143.0,울브스,2014-11-13,313204669.0,0.00%,43613.0,291.0,4117.0,미국,미국,(주)프레인글로벌,15세 관람가,판타지,90.0,데이비드 헤이터,11.0,가을
144.0,나쁜 이웃들,2014-07-03,342630700.0,0.00%,42335.0,129.0,2344.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,코미디,96.0,니콜라스 스톨러,7.0,여름
145.0,천국에 다녀온 소년,2014-06-12,300249500.0,0.00%,41957.0,43.0,2095.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체 관람가,드라마,100.0,랜달 웰러스,6.0,여름
146.0,백프로,2014-04-03,284106600.0,0.00%,37909.0,236.0,4915.0,한국,한국,(주)마인스 엔터테인먼트,15세 관람가,코미디,109.0,김명균,4.0,봄
147.0,몬스터 왕국,2014-05-01,254708600.0,0.00%,37582.0,160.0,1824.0,스웨덴,"스웨덴,덴마크",씨너스엔터테인먼트(주),전체 관람가,애니메이션,78.0,에스벤 토프트 야콥슨,5.0,봄
148.0,슈퍼노바 지구 탈출기,2014-02-13,245845000.0,0.00%,37547.0,230.0,2043.0,미국,"미국,캐나다",(주)영화사 빅,전체 관람가,애니메이션,89.0,캘런 브런커,2.0,겨울
149.0,꼬마 잠수함 올리 2,2014-12-04,212760700.0,0.00%,33589.0,186.0,1203.0,미국,미국,예지림엔터테인먼트,전체 관람가,애니메이션,72.0,밥 두셋,12.0,겨울
150.0,배틀 오브 비보이,2014-01-09,214900500.0,0.00%,33360.0,80.0,895.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세 관람가,드라마,109.0,벤슨 리,1.0,겨울
1.0,베테랑,2015-08-05,105000000000.0,6.40%,13414009.0,1115.0,199231.0,한국,한국,(주)씨제이이엔엠,15세 관람가,액션,123.0,류승완,8.0,여름
2.0,암살,2015-07-22,98463132781.0,6.00%,12705700.0,1519.0,175185.0,한국,한국,(주)쇼박스,15세 관람가,액션,139.0,최동훈,7.0,여름
3.0,어벤져스: 에이지 오브 울트론,2015-04-23,88582586366.0,5.40%,10494499.0,1843.0,191778.0,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아(주)",12세 관람가,액션,141.0,조스 웨던,4.0,봄
4.0,국제시장,2014-12-17,69841376134.0,4.30%,8915904.0,1044.0,149061.0,한국,한국,(주)씨제이이엔엠,12세 관람가,드라마,126.0,윤제균,12.0,겨울
5.0,내부자들,2015-11-19,56465665657.0,3.40%,7055332.0,1129.0,152265.0,한국,한국,(주)쇼박스,청소년 관람불가,범죄,130.0,우민호,11.0,가을
6.0,사도,2015-09-16,48842902501.0,3.00%,6246849.0,1210.0,124246.0,한국,한국,(주)쇼박스,12세 관람가,드라마,125.0,이준익,9.0,가을
7.0,킹스맨 : 시크릿 에이전트,2015-02-11,50369009795.0,3.10%,6129681.0,728.0,139988.0,미국,"미국,영국",이십세기폭스코리아(주),청소년 관람불가,액션,128.0,매튜 본,2.0,겨울
8.0,미션 임파서블: 로그네이션,2015-07-30,48547353607.0,3.00%,6126488.0,1202.0,89682.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,131.0,크리스토퍼 맥쿼리,7.0,여름
9.0,연평해전,2015-06-24,45563228330.0,2.80%,6043784.0,1013.0,114450.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,드라마,130.0,김학순,6.0,여름
10.0,쥬라기 월드,2015-06-11,47800698826.0,2.90%,5546792.0,1290.0,118959.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,액션,127.0,후안 안토니오 바요나,6.0,여름
11.0,검은 사제들,2015-11-05,42405282092.0,2.60%,5442128.0,1109.0,131155.0,한국,한국,(주)씨제이이엔엠,15세 관람가,공포,88.0,돈 E. 폰트르로이,11.0,가을
12.0,히말라야,2015-12-16,39469775448.0,2.40%,5129409.0,1095.0,81042.0,한국,한국,(주)씨제이이엔엠,12세 관람가,드라마,124.0,이석훈,12.0,겨울
13.0,인사이드 아웃,2015-07-09,38024694936.0,2.30%,4969735.0,931.0,84000.0,미국,미국,월트디즈니컴퍼니코리아(주),전체 관람가,애니메이션,102.0,피트 닥터,7.0,여름
14.0,마션,2015-10-08,39663145295.0,2.40%,4880800.0,1132.0,114183.0,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",12세 관람가,모험,144.0,리들리 스콧,10.0,가을
15.0,조선명탐정 : 사라진 놉의 딸,2015-02-11,30456879428.0,1.90%,3872015.0,825.0,80499.0,한국,한국,(주)쇼박스,12세 관람가,코미디,125.0,김석윤,2.0,겨울
16.0,매드 맥스: 분노의 도로,2015-05-14,32912842162.0,2.00%,3843343.0,799.0,98824.0,미국,"미국,호주",워너브러더스 코리아(주),15세 관람가,액션,120.0,조지 밀러,5.0,봄
17.0,인턴,2015-09-24,28517727148.0,1.70%,3610564.0,659.0,81552.0,미국,미국,워너브러더스 코리아(주),12세 관람가,코미디,121.0,낸시 마이어스,9.0,가을
18.0,분노의 질주: 더 세븐,2015-04-01,26454098694.0,1.60%,3247955.0,983.0,93612.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,액션,138.0,제임스 완,4.0,봄
19.0,터미네이터 제니시스,2015-07-02,26556715129.0,1.60%,3240370.0,1113.0,77590.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,125.0,앨런 테일러,7.0,여름
20.0,스물,2015-03-25,23563421686.0,1.40%,3044811.0,926.0,100161.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,코미디,115.0,이병헌,3.0,봄
21.0,극비수사,2015-06-18,22389535897.0,1.40%,2860786.0,894.0,66211.0,한국,한국,(주)쇼박스,15세 관람가,드라마,108.0,곽경택,6.0,여름
22.0,앤트맨,2015-09-03,23529209937.0,1.40%,2841795.0,949.0,74649.0,미국,"미국,영국",월트디즈니컴퍼니코리아(주),12세 관람가,액션,117.0,페이튼 리드,9.0,가을
23.0,스타워즈: 깨어난 포스,2015-12-17,24149478540.0,1.50%,2803234.0,940.0,56425.0,미국,미국,월트디즈니컴퍼니코리아(주),12세 관람가,액션,135.0,J.J. 에이브럼스,12.0,겨울
24.0,빅 히어로,2015-01-21,21993119765.0,1.30%,2801949.0,825.0,62229.0,미국,미국,월트디즈니컴퍼니코리아(주),전체 관람가,애니메이션,108.0,돈 홀,1.0,겨울
25.0,메이즈 러너: 스코치 트라이얼,2015-09-16,21596946349.0,1.30%,2744413.0,804.0,58725.0,미국,미국,이십세기폭스코리아(주),12세 관람가,액션,132.0,웨스 볼,9.0,가을
26.0,탐정 : 더 비기닝,2015-09-24,20463956973.0,1.20%,2625686.0,764.0,54995.0,한국,한국,(주)씨제이이엔엠,15세 관람가,코미디,120.0,김정훈,9.0,가을
27.0,미니언즈,2015-07-29,18998046278.0,1.20%,2625599.0,792.0,41946.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),전체 관람가,애니메이션,87.0,카일 발다,7.0,여름
28.0,스파이,2015-05-21,18417637358.0,1.10%,2318748.0,665.0,62960.0,미국,미국,이십세기폭스코리아(주),15세 관람가,코미디,120.0,폴 페이그,5.0,봄
29.0,악의 연대기,2015-05-14,17361815332.0,1.10%,2192525.0,776.0,64351.0,한국,한국,(주)씨제이이엔엠,15세 관람가,범죄,102.0,백운학,5.0,봄
30.0,강남 1970,2015-01-21,17718699499.0,1.10%,2192276.0,841.0,53304.0,한국,한국,(주)쇼박스,청소년 관람불가,액션,135.0,유하,1.0,겨울
31.0,뷰티 인사이드,2015-08-20,16148479531.0,1.00%,2053435.0,648.0,52618.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,멜로/로맨스,127.0,백종열,8.0,여름
32.0,오늘의 연애,2015-01-14,14924654487.0,0.90%,1891993.0,709.0,47237.0,한국,한국,(주)씨제이이엔엠,15세 관람가,멜로/로맨스,118.0,박진표,1.0,겨울
33.0,테이큰 3,2015-01-01,15088105000.0,0.90%,1860934.0,616.0,38060.0,미국,미국,이십세기폭스코리아(주),15세 관람가,액션,112.0,올리비에 메가턴,1.0,겨울
34.0,007 스펙터,2015-11-11,14301476030.0,0.90%,1820760.0,1105.0,51940.0,영국,"영국,미국",유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,액션,148.0,샘 멘데스,11.0,가을
35.0,이미테이션 게임,2015-02-17,13655929120.0,0.80%,1743963.0,541.0,44782.0,영국,영국,플러스엠 엔터테인먼트,15세 관람가,드라마,114.0,모튼 틸덤,2.0,겨울
36.0,샌 안드레아스,2015-06-03,14435844152.0,0.90%,1716455.0,847.0,62016.0,미국,미국,워너브러더스 코리아(주),12세 관람가,액션,114.0,브래드 페이튼,6.0,여름
37.0,쎄시봉,2015-02-05,13571515911.0,0.80%,1715370.0,829.0,51744.0,한국,한국,(주)씨제이이엔엠,15세 관람가,멜로/로맨스,122.0,김현석,2.0,겨울
38.0,더 폰,2015-10-22,12309164568.0,0.80%,1593694.0,794.0,53599.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,액션,114.0,김봉주,10.0,가을
39.0,대호,2015-12-16,12104808332.0,0.70%,1584168.0,892.0,39599.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,드라마,139.0,박훈정,12.0,겨울
40.0,마다가스카의 펭귄,2014-12-31,11450482159.0,0.70%,1512340.0,615.0,27171.0,미국,미국,(주)씨제이이엔엠,전체 관람가,애니메이션,92.0,에릭 다넬,12.0,겨울
41.0,차이나타운,2015-04-29,11990370378.0,0.70%,1472106.0,551.0,45137.0,한국,한국,CGV아트하우스,청소년 관람불가,범죄,110.0,한준희,4.0,봄
42.0,장수상회,2015-04-09,8737364643.0,0.50%,1165780.0,688.0,52928.0,한국,한국,(주)씨제이이엔엠,12세 관람가,드라마,112.0,강제규,4.0,봄
43.0,성난 변호사,2015-10-08,8723650039.0,0.50%,1128288.0,607.0,36990.0,한국,한국,(주)씨제이이엔엠,15세 관람가,범죄,117.0,허종호,10.0,가을
44.0,간신,2015-05-21,8946842910.0,0.50%,1110246.0,697.0,40580.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,드라마,131.0,민규동,5.0,봄
45.0,박물관이 살아있다 : 비밀의 무덤,2015-01-14,8170784606.0,0.50%,1101678.0,500.0,30146.0,미국,"미국,영국",이십세기폭스코리아(주),전체 관람가,모험,98.0,숀 레비,1.0,겨울
46.0,그놈이다,2015-10-28,8096427152.0,0.50%,1046015.0,681.0,38678.0,한국,한국,CGV아트하우스,15세 관람가,스릴러,109.0,윤준형,10.0,가을
47.0,미쓰 와이프,2015-08-13,7387086869.0,0.50%,988451.0,437.0,28864.0,한국,한국,플러스엠 엔터테인먼트,15세 관람가,코미디,125.0,강효진,8.0,여름
48.0,몬스터 호텔 2,2015-12-24,7029012585.0,0.40%,962770.0,686.0,12388.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),전체 관람가,애니메이션,89.0,젠디 타타코브스키,12.0,겨울
49.0,허삼관,2015-01-14,7408943569.0,0.50%,955679.0,621.0,27645.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,드라마,124.0,하정우,1.0,겨울
50.0,살인의뢰,2015-03-12,6986456737.0,0.40%,855980.0,646.0,35244.0,한국,한국,씨네그루(주)다우기술,청소년 관람불가,범죄,102.0,손용호,3.0,봄
51.0,손님,2015-07-09,6385937880.0,0.40%,828025.0,634.0,23404.0,한국,한국,(주)씨제이이엔엠,15세 관람가,판타지,107.0,김광태,7.0,여름
52.0,인시디어스 3,2015-07-09,6396650620.0,0.40%,825517.0,416.0,20824.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,공포,97.0,리 워넬,7.0,여름
53.0,하트 오브 더 씨,2015-12-03,6777420023.0,0.40%,809399.0,535.0,29219.0,미국,미국,워너브러더스 코리아(주),12세 관람가,액션,121.0,론 하워드,12.0,겨울
54.0,헝거게임: 더 파이널,2015-11-18,6069167163.0,0.40%,806520.0,661.0,26973.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,137.0,프란시스 로렌스,11.0,가을
55.0,기술자들,2014-12-24,6241817635.0,0.40%,786257.0,481.0,18808.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,범죄,116.0,김홍선,12.0,겨울
56.0,신데렐라,2015-03-19,5500502900.0,0.30%,716491.0,531.0,27508.0,미국,미국,월트디즈니컴퍼니코리아(주),전체 관람가,멜로/로맨스,113.0,케네스 브래너,3.0,봄
57.0,픽셀,2015-07-16,5390909947.0,0.30%,681945.0,557.0,21307.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,SF,106.0,크리스 콜럼버스,7.0,여름
58.0,열정같은소리하고있네,2015-11-25,4758959902.0,0.30%,654102.0,566.0,30459.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,드라마,106.0,정기훈,11.0,가을
59.0,특종: 량첸살인기,2015-10-22,4754763118.0,0.30%,616481.0,776.0,31783.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,스릴러,125.0,노덕,10.0,가을
60.0,서부전선,2015-09-24,4751661400.0,0.30%,609063.0,509.0,18935.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,전쟁,112.0,천성일,9.0,가을
61.0,채피,2015-03-12,4620380654.0,0.30%,573661.0,536.0,24669.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,액션,120.0,닐 블롬캠프,3.0,봄
62.0,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,3888539100.0,0.20%,550924.0,509.0,11765.0,일본,일본,(주)씨제이이엔엠,전체 관람가,애니메이션,97.0,타카하시 시게하루,7.0,여름
63.0,헬머니,2015-03-05,4120166972.0,0.30%,522929.0,422.0,24846.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),청소년 관람불가,코미디,108.0,신한솔,3.0,봄
64.0,도라에몽 : 스탠 바이 미,2015-02-12,3684756429.0,0.20%,503968.0,432.0,13063.0,일본,일본,(주)넥스트엔터테인먼트월드(NEW),전체 관람가,애니메이션,96.0,야기 류이치,2.0,겨울
65.0,위험한 상견례 2,2015-04-29,3575384754.0,0.20%,472693.0,429.0,18409.0,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",15세 관람가,멜로/로맨스,119.0,김진영,4.0,봄
66.0,명탐정 코난 : 화염의 해바라기,2015-08-05,3296031400.0,0.20%,471205.0,433.0,8877.0,일본,일본,(주)씨제이이엔엠,전체 관람가,애니메이션,112.0,시즈노 코분,8.0,여름
67.0,순수의 시대,2015-03-05,3740948828.0,0.20%,469891.0,546.0,23623.0,한국,한국,(주)씨제이이엔엠,청소년 관람불가,드라마,113.0,안상훈,3.0,봄
68.0,오피스,2015-09-03,3460460230.0,0.20%,441208.0,425.0,18575.0,한국,한국,(주)리틀빅픽쳐스,15세 관람가,스릴러,111.0,홍원찬,9.0,가을
69.0,"협녀, 칼의 기억",2015-08-13,3360045489.0,0.20%,431310.0,572.0,16099.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,121.0,박흥식,8.0,여름
70.0,무뢰한,2015-05-27,3262207431.0,0.20%,414641.0,482.0,23660.0,한국,한국,CGV아트하우스,청소년 관람불가,멜로/로맨스,118.0,오승욱,5.0,봄
71.0,판타스틱 4,2015-08-20,3029310600.0,0.20%,399667.0,451.0,16241.0,미국,미국,이십세기폭스코리아(주),12세 관람가,액션,105.0,팀 스토리,8.0,여름
72.0,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,2902090600.0,0.20%,391760.0,544.0,10893.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),전체 관람가,애니메이션,62.0,박영균,12.0,겨울
73.0,내 심장을 쏴라,2015-01-28,2856859132.0,0.20%,387409.0,452.0,20042.0,한국,한국,"(주)리틀빅픽쳐스,(주)이수C&E",15세 관람가,드라마,102.0,문제용,1.0,겨울
74.0,소수의견,2015-06-24,2892681205.0,0.20%,383582.0,398.0,16273.0,한국,한국,(주)시네마서비스,15세 관람가,드라마,126.0,김성제,6.0,여름
75.0,그레이의 50가지 그림자,2015-02-26,2918598796.0,0.20%,364415.0,512.0,19227.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,드라마,105.0,제임스 폴리,2.0,겨울
76.0,홈,2015-05-21,2693335391.0,0.20%,360742.0,532.0,10484.0,미국,미국,(주)씨제이이엔엠,전체 관람가,드라마,100.0,김종우,5.0,봄
77.0,경성학교: 사라진 소녀들,2015-06-18,2749609100.0,0.20%,356415.0,489.0,18520.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,미스터리,99.0,이해영,6.0,여름
78.0,치외법권,2015-08-27,2664941005.0,0.20%,346483.0,446.0,15297.0,한국,한국,판씨네마(주),15세 관람가,액션,104.0,신재호,8.0,여름
79.0,아메리칸 스나이퍼,2015-01-14,2800001438.0,0.20%,344766.0,308.0,10769.0,미국,미국,워너브러더스 코리아(주),청소년 관람불가,액션,132.0,클린트 이스트우드,1.0,겨울
80.0,에베레스트,2015-09-24,3055119748.0,0.20%,332180.0,331.0,9343.0,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,모험,121.0,발타자르 코루마쿠르,9.0,가을
81.0,호빗: 다섯 군대 전투,2014-12-17,2840004341.0,0.20%,326887.0,350.0,7347.0,미국,"미국,뉴질랜드",워너브러더스 코리아(주),12세 관람가,판타지,144.0,피터 잭슨,12.0,겨울
82.0,스폰지밥 3D,2015-02-18,2458946200.0,0.20%,325016.0,357.0,8415.0,미국,미국,(주)씨제이이엔엠,전체 관람가,애니메이션,92.0,폴 티비트,2.0,겨울
83.0,극적인 하룻밤,2015-12-03,2610567429.0,0.20%,320884.0,434.0,18332.0,한국,한국,CGV아트하우스,청소년 관람불가,멜로/로맨스,107.0,하기호,12.0,겨울
84.0,도리화가,2015-11-25,2246950339.0,0.10%,317505.0,563.0,19168.0,한국,한국,(주)씨제이이엔엠,12세 관람가,드라마,109.0,이종필,11.0,가을
85.0,주피터 어센딩,2015-02-05,2687549879.0,0.20%,309842.0,561.0,16454.0,미국,미국,워너브러더스 코리아(주),12세 관람가,SF,127.0,라나 워쇼스키,2.0,겨울
86.0,패딩턴,2015-01-07,2246438729.0,0.10%,305102.0,408.0,9738.0,영국,"영국,프랑스,캐나다",롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,코미디,104.0,폴 킹,1.0,겨울
87.0,런 올 나이트,2015-03-19,2293671495.0,0.10%,289534.0,411.0,15865.0,미국,미국,워너브러더스 코리아(주),청소년 관람불가,액션,114.0,자움 콜렛 세라,3.0,봄
88.0,다이노 타임,2015-04-30,2108596800.0,0.10%,284900.0,430.0,6713.0,한국,"한국,미국",(주)씨제이이엔엠,전체 관람가,애니메이션,85.0,최윤석,4.0,봄
89.0,인서전트,2015-03-25,2158449889.0,0.10%,282662.0,480.0,18214.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,SF,119.0,로베르트 슈벤트케,3.0,봄
90.0,백 투 더 비기닝,2015-02-26,2018287400.0,0.10%,266610.0,423.0,13839.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,SF,106.0,딘 이슬래리트,2.0,겨울
91.0,투모로우랜드,2015-05-27,2083283000.0,0.10%,265810.0,435.0,14640.0,미국,미국,월트디즈니컴퍼니코리아(주),12세 관람가,모험,129.0,브래드 버드,5.0,봄
92.0,스파이 브릿지,2015-11-05,2049608478.0,0.10%,264872.0,425.0,12434.0,미국,미국,이십세기폭스코리아(주),12세 관람가,드라마,141.0,스티븐 스필버그,11.0,가을
93.0,함정,2015-09-10,2090877200.0,0.10%,257990.0,445.0,10899.0,한국,한국,(주)인벤트스톤,청소년 관람불가,스릴러,96.0,권형진,9.0,가을
94.0,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015-02-12,1885543600.0,0.10%,257381.0,187.0,5300.0,일본,일본,(주)씨제이이엔엠,12세 관람가,애니메이션,92.0,야마모토 야스이치로,2.0,겨울
95.0,언브로큰,2015-01-07,1997947292.0,0.10%,256475.0,401.0,10780.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,드라마,137.0,안젤리나 졸리,1.0,겨울
96.0,하늘을 걷는 남자,2015-10-28,2267273653.0,0.10%,238257.0,415.0,12015.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,드라마,123.0,로버트 저메키스,10.0,가을
97.0,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,2015-01-14,1653084000.0,0.10%,233347.0,360.0,7472.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,애니메이션,98.0,유야마 쿠니히코,1.0,겨울
98.0,조선마술사,2015-12-30,1506449794.0,0.10%,224657.0,596.0,4922.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,드라마,122.0,김대승,12.0,겨울
99.0,괴물의 아이,2015-11-25,1652580816.0,0.10%,223216.0,363.0,10487.0,일본,일본,"CGV아트하우스,(주)리틀빅픽쳐스",12세 관람가,애니메이션,119.0,호소다 마모루,11.0,가을
100.0,노아의 방주: 남겨진 녀석들,2015-04-30,1589433800.0,0.10%,220189.0,436.0,5422.0,독일,"독일,벨기에,룩셈부르크,아일랜드",씨네그루(주)다우기술,전체 관람가,애니메이션,85.0,토비 젠켈,4.0,봄
101.0,언프렌디드: 친구삭제,2015-05-07,1645623941.0,0.10%,219892.0,386.0,9994.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,공포,83.0,레반 가브리아제,5.0,봄
102.0,연애의 맛,2015-05-07,1725990153.0,0.10%,214539.0,398.0,12474.0,한국,한국,"(주)와우픽쳐스,(주)쇼박스",청소년 관람불가,코미디,101.0,김아론,5.0,봄
